search_count,view_count,wishlist_count,cart_item_count,order_count,avg_order_value,total_spent,promo_keyword_count,membership_points,preferred_genre_count,persona,price_sensitivity,next_best_action,purchase_intent
0,4,2,1,3,153179.80109721894,459539.4032916568,0,45,2,high_intent_buyer,medium,bundle_related_products,0.9314
5,13,2,2,4,125559.76948246146,502239.07792984584,1,50,2,high_intent_buyer,medium,bundle_related_products,0.99
4,7,3,1,4,85741.85321572788,342967.41286291153,1,34,2,deal_hunter,low,push_coupon,0.99
7,12,4,1,6,122745.60534519625,736473.6320711775,2,73,1,high_intent_buyer,medium,bundle_related_products,0.99
13,25,2,2,4,96615.52809823741,386462.11239294964,0,38,1,deal_hunter,low,push_coupon,0.99
7,19,1,1,0,139967.55708940286,0.0,0,0,3,high_intent_buyer,medium,bundle_related_products,0.99
12,24,0,0,2,133618.9673792609,267237.9347585218,1,26,1,high_intent_buyer,medium,bundle_related_products,0.9329
10,14,0,2,7,60275.640146280064,421929.48102396046,0,42,3,deal_hunter,low,push_coupon,0.9793
12,18,1,2,1,98415.59300145629,98415.59300145629,2,9,1,deal_hunter,low,push_coupon,0.982
7,12,2,2,0,133046.5281439094,0.0,2,0,2,high_intent_buyer,medium,bundle_related_products,0.99
4,15,3,0,5,111080.29911907093,555401.4955953546,2,55,2,high_intent_buyer,medium,bundle_related_products,0.9494
5,5,3,0,6,140049.7805432399,840298.6832594394,1,84,3,high_intent_buyer,medium,bundle_related_products,0.99
2,8,4,2,7,90895.51441045762,636268.6008732034,0,63,3,deal_hunter,low,push_coupon,0.99
12,26,3,0,4,106723.92864323448,426895.7145729379,1,42,1,high_intent_buyer,medium,bundle_related_products,0.99
1,13,3,0,3,166941.54065009713,500824.6219502914,2,50,1,high_intent_buyer,medium,bundle_related_products,0.99
4,6,1,2,7,73027.22783458457,511190.594842092,0,51,1,deal_hunter,low,push_coupon,0.99
4,6,2,2,4,48172.19085298585,192688.7634119434,0,19,1,deal_hunter,low,push_coupon,0.9894
4,7,4,2,6,114623.20123650736,687739.2074190441,1,68,2,high_intent_buyer,medium,bundle_related_products,0.99
10,21,3,1,0,89743.91874170676,0.0,2,0,2,high_intent_buyer,low,bundle_related_products,0.9615
13,18,4,2,2,128892.54002425978,257785.08004851957,1,25,3,high_intent_buyer,medium,bundle_related_products,0.9517
12,17,2,1,7,97394.17258927866,681759.2081249506,0,68,3,deal_hunter,low,push_coupon,0.99
5,10,2,1,6,93336.08060307245,560016.4836184348,1,56,1,deal_hunter,low,push_coupon,0.958
5,19,4,1,5,97033.94167710861,485169.7083855431,0,48,2,deal_hunter,low,push_coupon,0.99
4,6,1,0,4,136452.837624894,545811.350499576,2,54,2,high_intent_buyer,medium,bundle_related_products,0.8964
4,6,2,1,0,127861.07436223143,0.0,0,0,3,high_intent_buyer,medium,bundle_related_products,0.7044
7,16,3,2,6,157438.49955178297,944630.9973106978,1,94,3,high_intent_buyer,medium,bundle_related_products,0.9171
11,20,4,1,5,85309.57019204002,426547.85096020007,1,42,3,deal_hunter,low,push_coupon,0.99
6,19,0,0,4,84701.55841712095,338806.2336684838,2,33,2,deal_hunter,low,push_coupon,0.99
8,22,3,1,7,83328.7706238029,583301.3943666203,0,58,1,deal_hunter,low,push_coupon,0.97
12,23,4,2,5,70447.22555462198,352236.12777310994,1,35,1,deal_hunter,low,push_coupon,0.9875
0,7,3,2,3,144378.03863260933,433134.115897828,2,43,2,high_intent_buyer,medium,bundle_related_products,0.99
4,18,1,1,0,158233.41650823716,0.0,2,0,1,high_intent_buyer,medium,bundle_related_products,0.99
8,16,4,0,7,142887.7944701081,1000214.5612907568,0,100,1,high_intent_buyer,medium,bundle_related_products,0.99
0,5,4,0,2,127058.2833476479,254116.5666952958,0,25,3,category_browser,medium,reengage_catalog,0.6933
10,19,3,0,6,81520.96049218436,489125.76295310614,1,48,3,deal_hunter,low,push_coupon,0.9465
5,5,4,0,0,106780.42735290773,0.0,1,0,2,new_explorer,medium,recommend_entry_products,0.6121
0,14,2,0,5,134134.0888019979,670670.4440099895,2,67,2,high_intent_buyer,medium,bundle_related_products,0.928
10,23,3,2,2,47616.5900721153,95233.1801442306,0,9,2,deal_hunter,low,push_coupon,0.99
5,16,4,2,2,61894.85878139444,123789.71756278888,1,12,2,deal_hunter,low,push_coupon,0.99
1,5,2,2,6,137386.83427429432,824321.0056457659,0,82,3,high_intent_buyer,medium,bundle_related_products,0.99
5,11,3,1,6,181580.5494583767,1089483.2967502603,1,108,1,high_intent_buyer,medium,bundle_related_products,0.99
11,17,2,0,0,68079.85183478345,0.0,1,0,1,high_intent_buyer,low,bundle_related_products,0.9306
5,12,4,0,3,114774.81798585126,344324.4539575538,0,34,2,high_intent_buyer,medium,bundle_related_products,0.9319
1,2,1,0,4,93928.58256405653,375714.3302562261,0,37,3,deal_hunter,low,push_coupon,0.6623
9,22,1,1,3,69241.1205249071,207723.36157472132,2,20,3,deal_hunter,low,push_coupon,0.9855
7,15,4,0,2,68830.43351953448,137660.86703906895,2,13,2,deal_hunter,low,push_coupon,0.99
4,17,4,0,4,43057.669745382984,172230.67898153194,0,17,2,deal_hunter,low,push_coupon,0.99
9,18,0,0,6,145074.23688943012,870445.4213365808,0,87,1,high_intent_buyer,medium,bundle_related_products,0.99
2,7,4,0,2,132605.65796174813,265211.31592349627,0,26,3,high_intent_buyer,medium,bundle_related_products,0.8673
8,19,3,1,6,157551.75025695586,945310.5015417351,1,94,2,high_intent_buyer,medium,bundle_related_products,0.99
10,13,4,2,7,106937.77581168113,748564.4306817679,1,74,1,high_intent_buyer,medium,bundle_related_products,0.9603
2,10,1,0,3,107256.78816620726,321770.3644986218,1,32,3,high_intent_buyer,medium,bundle_related_products,0.9475
7,21,2,0,0,52446.681281428595,0.0,2,0,1,high_intent_buyer,low,bundle_related_products,0.99
4,4,0,0,4,92545.31652462222,370181.2660984889,0,37,1,deal_hunter,low,push_coupon,0.7255
7,18,1,0,0,89075.58839186539,0.0,1,0,2,high_intent_buyer,low,bundle_related_products,0.946
11,11,4,2,3,136756.4687782267,410269.4063346801,0,41,2,high_intent_buyer,medium,bundle_related_products,0.99
5,8,2,0,0,141049.909442687,0.0,1,0,3,category_browser,medium,reengage_catalog,0.6174
2,2,0,1,2,73095.66156393936,146191.3231278787,1,14,2,deal_hunter,low,push_coupon,0.2886
6,14,3,1,6,117114.63189230004,702687.7913538002,0,70,1,high_intent_buyer,medium,bundle_related_products,0.9815
8,11,4,1,6,163835.36600160986,983012.1960096592,2,98,3,high_intent_buyer,medium,bundle_related_products,0.99
4,7,4,1,0,86413.92374188421,0.0,2,0,3,high_intent_buyer,low,bundle_related_products,0.8142
2,4,3,0,2,128344.31179363882,256688.62358727763,0,25,1,category_browser,medium,reengage_catalog,0.6824
0,13,0,2,0,71403.84016824691,0.0,2,0,2,high_intent_buyer,low,bundle_related_products,0.8739
7,10,0,1,1,64204.93780363114,64204.93780363114,1,6,2,deal_hunter,low,push_coupon,0.8192
0,4,4,1,4,135488.92716304353,541955.7086521741,2,54,3,high_intent_buyer,medium,bundle_related_products,0.9106
14,26,1,0,1,89547.96282813553,89547.96282813553,2,8,3,deal_hunter,low,push_coupon,0.9883
9,22,4,0,2,92374.48806572617,184748.97613145233,0,18,1,deal_hunter,low,push_coupon,0.99
8,19,0,1,2,139061.1342858383,278122.2685716766,0,27,2,high_intent_buyer,medium,bundle_related_products,0.99
4,16,0,2,0,66491.6661085745,0.0,1,0,1,high_intent_buyer,low,bundle_related_products,0.99
10,12,3,2,6,171869.8602265711,1031219.1613594266,2,103,3,high_intent_buyer,medium,bundle_related_products,0.99
4,5,4,0,4,120361.59541805477,481446.3816722191,2,48,1,high_intent_buyer,medium,bundle_related_products,0.99
10,20,0,0,6,80920.43649496607,485522.6189697964,1,48,1,deal_hunter,low,push_coupon,0.99
0,13,0,1,7,146826.3998554023,1027784.7989878161,1,102,1,high_intent_buyer,medium,bundle_related_products,0.99
8,21,0,2,3,87527.18407835139,262581.5522350542,1,26,1,deal_hunter,low,push_coupon,0.99
4,14,0,1,4,135336.65443642603,541346.6177457041,1,54,2,high_intent_buyer,medium,bundle_related_products,0.99
14,26,0,0,0,151776.71216688963,0.0,1,0,3,high_intent_buyer,medium,bundle_related_products,0.99
13,25,1,1,4,87489.03517925818,349956.1407170327,1,34,2,deal_hunter,low,push_coupon,0.9868
11,21,2,2,6,116033.14030406484,696198.8418243891,1,69,3,high_intent_buyer,medium,bundle_related_products,0.99
14,16,2,2,4,113937.50263831788,455750.0105532715,0,45,3,high_intent_buyer,medium,bundle_related_products,0.99
5,12,2,1,7,129343.58502910318,905405.0952037222,0,90,2,high_intent_buyer,medium,bundle_related_products,0.9776
5,7,3,1,1,85817.12996725275,85817.12996725275,0,8,1,deal_hunter,low,push_coupon,0.8666
10,12,4,2,7,85137.61461797138,595963.3023257997,2,59,2,deal_hunter,low,push_coupon,0.99
7,20,3,1,7,120927.51834098097,846492.6283868668,1,84,2,high_intent_buyer,medium,bundle_related_products,0.9229
1,12,3,2,4,166843.1460541072,667372.5842164288,2,66,2,high_intent_buyer,medium,bundle_related_products,0.9181
1,12,4,2,6,93169.61861767413,559017.7117060449,1,55,1,deal_hunter,low,push_coupon,0.99
0,3,2,2,3,177151.8064219341,531455.4192658023,0,53,3,high_intent_buyer,medium,bundle_related_products,0.914
5,17,3,2,7,123931.73478138432,867522.1434696902,1,86,1,high_intent_buyer,medium,bundle_related_products,0.947
5,14,2,1,3,149069.93610827572,447209.8083248272,1,44,2,high_intent_buyer,medium,bundle_related_products,0.99
14,21,2,0,1,120932.56763313459,120932.56763313459,1,12,2,high_intent_buyer,medium,bundle_related_products,0.99
11,12,1,0,2,61890.99201883754,123781.98403767508,2,12,1,deal_hunter,low,push_coupon,0.9467
14,24,1,0,0,118247.66268423952,0.0,1,0,3,high_intent_buyer,medium,bundle_related_products,0.99
5,9,2,0,7,107791.68753682323,754541.8127577626,0,75,1,high_intent_buyer,medium,bundle_related_products,0.99
7,13,1,0,0,89763.21151129366,0.0,0,0,3,high_intent_buyer,low,bundle_related_products,0.9146
3,12,3,1,7,119630.42121212067,837412.9484848446,0,83,1,high_intent_buyer,medium,bundle_related_products,0.9269
4,8,3,0,7,126766.79518530543,887367.566297138,0,88,3,high_intent_buyer,medium,bundle_related_products,0.9249
9,23,1,2,4,128667.5000150612,514670.0000602448,0,51,3,high_intent_buyer,medium,bundle_related_products,0.99
4,7,2,1,0,68880.21412168874,0.0,2,0,2,high_intent_buyer,low,bundle_related_products,0.7152
6,14,2,0,0,110647.61007532658,0.0,0,0,1,high_intent_buyer,medium,bundle_related_products,0.8663
12,17,2,1,5,134366.26615561385,671831.3307780692,2,67,2,high_intent_buyer,medium,bundle_related_products,0.99
12,18,0,2,0,167648.28321447788,0.0,2,0,2,high_intent_buyer,medium,bundle_related_products,0.9337
14,20,0,0,7,81689.50665089316,571826.5465562522,1,57,1,deal_hunter,low,push_coupon,0.964
2,14,3,0,5,136667.46265950374,683337.3132975188,1,68,1,high_intent_buyer,medium,bundle_related_products,0.99
3,16,3,0,6,163089.05269689873,978534.3161813924,1,97,2,high_intent_buyer,medium,bundle_related_products,0.9748
10,13,1,0,2,93989.84231029722,187979.68462059443,0,18,1,deal_hunter,low,push_coupon,0.9167
13,13,3,0,4,176465.24640612147,705860.9856244859,1,70,2,high_intent_buyer,medium,bundle_related_products,0.9327
5,13,4,1,2,120180.50041308215,240361.0008261643,0,24,1,high_intent_buyer,medium,bundle_related_products,0.9016
14,15,2,2,7,129288.602457275,905020.217200925,1,90,2,high_intent_buyer,medium,bundle_related_products,0.99
14,17,0,0,6,145979.0591525146,875874.3549150876,0,87,1,high_intent_buyer,medium,bundle_related_products,0.99
13,13,1,2,4,156009.18774777965,624036.7509911186,2,62,2,high_intent_buyer,medium,bundle_related_products,0.99
7,14,3,0,6,131486.5720915515,788919.432549309,2,78,3,high_intent_buyer,medium,bundle_related_products,0.954
11,16,2,2,1,134325.88011800387,134325.88011800387,2,13,2,high_intent_buyer,medium,bundle_related_products,0.99
8,8,4,1,0,187287.60937208956,0.0,2,0,1,high_intent_buyer,medium,bundle_related_products,0.9662
11,20,3,2,1,123930.81348580259,123930.81348580259,1,12,2,high_intent_buyer,medium,bundle_related_products,0.99
4,13,3,0,4,112325.0378597753,449300.1514391012,2,44,3,high_intent_buyer,medium,bundle_related_products,0.9855
0,5,2,2,1,111516.1275255729,111516.1275255729,2,11,2,high_intent_buyer,medium,bundle_related_products,0.6785
7,12,0,2,5,88752.37102136185,443761.85510680923,0,44,3,deal_hunter,low,push_coupon,0.99
6,10,3,1,4,133314.38128149314,533257.5251259726,1,53,3,high_intent_buyer,medium,bundle_related_products,0.99
7,12,2,0,0,131231.5935511879,0.0,2,0,2,high_intent_buyer,medium,bundle_related_products,0.8889
0,14,2,0,7,110921.4072158866,776449.8505112062,2,77,2,high_intent_buyer,medium,bundle_related_products,0.9855
2,6,1,2,5,159444.23614517716,797221.1807258858,1,79,2,high_intent_buyer,medium,bundle_related_products,0.99
6,19,2,0,5,123635.33847898386,618176.6923949193,2,61,3,high_intent_buyer,medium,bundle_related_products,0.9444
4,10,0,1,3,107565.80802492425,322697.42407477275,1,32,2,high_intent_buyer,medium,bundle_related_products,0.9891
6,9,0,2,0,140102.37726606568,0.0,0,0,2,high_intent_buyer,medium,bundle_related_products,0.8283
10,19,1,0,7,163269.14373558733,1142884.0061491113,0,114,1,high_intent_buyer,medium,bundle_related_products,0.99
11,25,4,2,1,89368.64517965034,89368.64517965034,0,8,1,deal_hunter,low,push_coupon,0.99
13,17,3,0,2,130196.26083578111,260392.52167156222,0,26,3,high_intent_buyer,medium,bundle_related_products,0.9704
13,24,1,2,4,56761.39974667671,227045.59898670684,2,22,3,deal_hunter,low,push_coupon,0.99
8,17,3,0,2,151365.9682436904,302731.9364873808,1,30,3,high_intent_buyer,medium,bundle_related_products,0.99
14,21,1,1,5,134554.83337637215,672774.1668818607,1,67,2,high_intent_buyer,medium,bundle_related_products,0.9625
10,23,4,1,2,144170.35917727504,288340.7183545501,1,28,3,high_intent_buyer,medium,bundle_related_products,0.9601
12,16,1,2,4,140956.99036114514,563827.9614445806,1,56,2,high_intent_buyer,medium,bundle_related_products,0.99
12,17,4,0,3,136277.8338987588,408833.5016962764,2,40,1,high_intent_buyer,medium,bundle_related_products,0.99
12,26,4,0,5,113877.94246683453,569389.7123341727,0,56,3,high_intent_buyer,medium,bundle_related_products,0.9717
1,8,3,1,5,124495.2724196184,622476.362098092,0,62,2,high_intent_buyer,medium,bundle_related_products,0.9838
4,8,1,1,4,115389.44686913947,461557.7874765579,0,46,1,high_intent_buyer,medium,bundle_related_products,0.99
9,21,1,2,4,118192.44460796138,472769.77843184554,0,47,1,high_intent_buyer,medium,bundle_related_products,0.99
5,11,3,0,6,117679.31460537438,706075.8876322464,2,70,3,high_intent_buyer,medium,bundle_related_products,0.99
9,10,0,1,3,92613.66039843518,277840.98119530553,2,27,3,deal_hunter,low,push_coupon,0.99
2,2,2,1,4,102402.44744787298,409609.78979149193,0,40,3,high_intent_buyer,medium,bundle_related_products,0.8439
9,10,4,0,4,121857.49451039877,487429.9780415951,2,48,2,high_intent_buyer,medium,bundle_related_products,0.99
13,16,3,1,0,73691.24392433756,0.0,1,0,1,high_intent_buyer,low,bundle_related_products,0.99
2,8,2,1,1,143847.96758746883,143847.96758746883,1,14,3,high_intent_buyer,medium,bundle_related_products,0.7772
9,9,4,0,7,117987.64711346167,825913.5297942318,0,82,1,high_intent_buyer,medium,bundle_related_products,0.99
10,20,0,2,2,153902.9794921354,307805.9589842708,0,30,1,high_intent_buyer,medium,bundle_related_products,0.9264
6,9,0,1,5,87079.8697635887,435399.3488179435,0,43,3,deal_hunter,low,push_coupon,0.8743
10,22,4,2,7,145206.60488082594,1016446.2341657815,1,101,1,high_intent_buyer,medium,bundle_related_products,0.99
