search_count,view_count,wishlist_count,cart_item_count,order_count,avg_order_value,total_spent,promo_keyword_count,membership_points,preferred_genre_count,persona,price_sensitivity,next_best_action,purchase_intent
2,4,0,1,18,357848.8792544975,6441279.826580955,1,1144,1,loyal_member,high,upsell_membership,0.9545
1,7,1,1,17,260351.39116567487,4425973.649816473,0,942,1,loyal_member,medium,reengage_catalog,0.9883
0,6,0,1,15,351967.70581849525,5279515.587277429,1,1027,2,loyal_member,high,upsell_membership,0.99
2,6,0,3,11,519953.4380791496,5719487.818870645,0,1071,2,loyal_member,high,upsell_membership,0.99
0,6,1,3,10,717471.7745556433,7174717.745556433,0,1217,1,loyal_member,high,upsell_membership,0.99
4,5,0,1,17,240902.8193446928,4095347.9288597777,0,909,2,loyal_member,medium,reengage_catalog,0.9644
1,5,1,2,15,276889.04923201515,4153335.738480227,0,915,2,loyal_member,medium,reengage_catalog,0.99
3,6,0,3,11,353190.8955880244,3885099.8514682683,0,888,1,loyal_member,high,reengage_catalog,0.9165
3,5,0,2,8,449937.37081428256,3599498.9665142605,1,859,2,loyal_member,high,reengage_catalog,0.99
1,4,1,2,16,412446.09837662,6599137.57402592,1,1159,1,loyal_member,high,upsell_membership,0.99
1,2,1,3,14,485670.18364945403,6799382.571092356,1,1179,1,loyal_member,high,upsell_membership,0.99
3,3,1,3,8,546606.9802614367,4372855.842091493,0,937,2,loyal_member,high,reengage_catalog,0.99
0,4,0,1,11,399480.38880090695,4394284.276809976,1,939,1,loyal_member,high,reengage_catalog,0.9518
2,7,1,1,15,472553.9774359315,7088309.6615389725,0,1208,2,loyal_member,high,upsell_membership,0.99
3,3,1,3,9,502190.03503208223,4519710.31528874,0,951,2,loyal_member,high,reengage_catalog,0.9712
2,3,0,3,17,615892.1994614878,10470167.390845293,0,1547,2,loyal_member,high,upsell_membership,0.9853
3,2,1,2,18,518827.943082143,9338902.975478575,1,1433,1,loyal_member,high,upsell_membership,0.99
2,5,0,3,7,353679.76424445934,2475758.349711215,0,747,1,loyal_member,high,reengage_catalog,0.9818
4,3,0,2,18,211585.85462009197,3808545.3831616556,1,880,2,loyal_member,medium,reengage_catalog,0.99
0,5,1,3,14,625884.6411182348,8762384.975655288,1,1376,2,loyal_member,high,upsell_membership,0.99
3,7,1,2,19,570783.0725767708,10844878.378958644,0,1584,2,loyal_member,high,upsell_membership,0.99
3,5,1,2,6,449530.6070181241,2697183.6421087445,1,769,2,loyal_member,high,reengage_catalog,0.99
0,3,1,3,9,570806.0124632627,5137254.112169364,1,1013,1,loyal_member,high,upsell_membership,0.99
2,6,0,3,12,427005.92942821234,5124071.153138548,1,1012,2,loyal_member,high,upsell_membership,0.9446
4,3,0,2,7,331195.1912346382,2318366.3386424677,0,731,1,loyal_member,medium,reengage_catalog,0.99
3,5,0,1,18,738697.3224473057,13296551.804051502,1,1829,1,loyal_member,high,upsell_membership,0.99
1,5,1,2,19,465828.01794301294,8850732.340917246,1,1385,2,loyal_member,high,upsell_membership,0.99
1,7,1,2,15,601685.8341333822,9025287.512000732,1,1402,2,loyal_member,high,upsell_membership,0.99
2,6,1,2,5,589128.1331138422,2945640.6655692114,0,794,1,loyal_member,high,reengage_catalog,0.99
4,3,1,1,5,394000.3581429667,1970001.7907148334,0,697,2,high_intent_buyer,high,bundle_related_products,0.99
3,6,1,3,5,299095.01355611807,1495475.0677805904,0,649,1,high_intent_buyer,medium,bundle_related_products,0.99
3,3,1,2,15,296900.8646008381,4453512.9690125715,1,945,1,loyal_member,medium,reengage_catalog,0.99
3,4,1,1,12,451088.42213626596,5413061.065635191,0,1041,1,loyal_member,high,upsell_membership,0.99
0,3,1,3,6,631487.2374099124,3788923.424459474,1,878,2,loyal_member,high,reengage_catalog,0.99
1,3,0,1,12,865459.1957052187,10385510.348462624,0,1538,2,loyal_member,high,upsell_membership,0.99
4,2,1,1,19,446037.61727185984,8474714.728165338,0,1347,1,loyal_member,high,upsell_membership,0.99
1,3,0,2,14,377152.4707923899,5280134.591093458,0,1028,1,loyal_member,high,upsell_membership,0.9166
1,6,0,1,9,403635.5766108098,3632720.189497288,1,863,2,loyal_member,high,reengage_catalog,0.99
4,4,1,2,16,446055.95603245817,7136895.296519331,0,1213,1,loyal_member,high,upsell_membership,0.99
0,5,1,1,18,538373.0285088861,9690714.51315995,0,1469,2,loyal_member,high,upsell_membership,0.9612
3,7,1,3,18,379915.56008827436,6838480.081588939,0,1183,2,loyal_member,high,upsell_membership,0.99
4,7,1,3,16,429731.93963714107,6875711.034194257,0,1187,1,loyal_member,high,upsell_membership,0.99
3,6,1,3,5,690081.8909866048,3450409.454933024,1,845,1,loyal_member,high,reengage_catalog,0.99
4,3,0,3,10,310739.13641784637,3107391.364178464,0,810,2,loyal_member,medium,reengage_catalog,0.9804
3,5,0,2,7,659249.4759621636,4614746.331735145,1,961,2,loyal_member,high,reengage_catalog,0.9525
0,7,0,3,18,579038.4527806254,10422692.150051259,1,1542,2,loyal_member,high,upsell_membership,0.99
3,7,1,1,15,380769.201355543,5711538.020333145,1,1071,1,loyal_member,high,upsell_membership,0.9628
4,2,1,3,15,422645.88365831506,6339688.254874726,1,1133,2,loyal_member,high,upsell_membership,0.9082
3,7,1,2,13,321567.23238004814,4180374.020940626,0,918,2,loyal_member,medium,reengage_catalog,0.99
4,5,0,3,11,681337.3928407355,7494711.321248091,1,1249,1,loyal_member,high,upsell_membership,0.99
0,3,1,1,9,251174.6035007207,2260571.431506486,0,726,2,loyal_member,medium,reengage_catalog,0.99
4,5,0,2,15,618841.9243176722,9282628.864765082,0,1428,2,loyal_member,high,upsell_membership,0.99
3,7,0,1,6,735977.8110138909,4415866.866083345,1,941,1,loyal_member,high,reengage_catalog,0.99
1,4,1,1,13,312873.57709090644,4067356.502181784,1,906,2,loyal_member,medium,reengage_catalog,0.99
3,3,1,1,5,742707.6261579257,3713538.1307896283,0,871,1,loyal_member,high,reengage_catalog,0.9433
4,6,1,1,5,444009.4307366946,2220047.153683473,0,722,2,loyal_member,high,reengage_catalog,0.99
0,4,1,1,11,622854.513508858,6851399.648597439,0,1185,1,loyal_member,high,upsell_membership,0.9718
4,5,0,3,19,482675.9078471997,9170842.249096794,0,1417,2,loyal_member,high,upsell_membership,0.9465
4,3,1,2,19,605400.2277417618,11502604.327093475,0,1650,1,loyal_member,high,upsell_membership,0.9834
1,7,1,1,17,543173.1512478332,9233943.571213163,1,1423,1,loyal_member,high,upsell_membership,0.99
4,4,1,2,6,630190.9787037895,3781145.8722227374,0,878,1,loyal_member,high,reengage_catalog,0.9334
4,6,0,3,8,729693.526687489,5837548.213499912,0,1083,2,loyal_member,high,upsell_membership,0.9388
2,2,1,3,19,452982.95158083463,8606676.080035858,1,1360,2,loyal_member,high,upsell_membership,0.99
0,2,1,1,14,339661.82196360617,4755265.507490486,0,975,1,loyal_member,medium,reengage_catalog,0.9792
1,4,1,2,15,613899.759690116,9208496.395351741,1,1420,2,loyal_member,high,upsell_membership,0.99
1,7,1,1,7,416376.6918434682,2914636.842904277,1,791,2,loyal_member,high,reengage_catalog,0.99
2,7,1,3,5,581755.143280205,2908775.7164010247,1,790,2,loyal_member,high,reengage_catalog,0.99
4,3,0,3,18,548774.1129562249,9877934.033212049,1,1487,2,loyal_member,high,upsell_membership,0.9684
3,7,1,2,6,593069.3539468843,3558416.123681306,0,855,1,loyal_member,high,reengage_catalog,0.99
1,6,1,1,19,329989.35499507247,6269797.744906377,0,1126,1,loyal_member,medium,upsell_membership,0.99
3,3,0,1,16,486463.16217656166,7783410.5948249865,1,1278,1,loyal_member,high,upsell_membership,0.99
2,6,0,2,7,449248.77649229363,3144741.4354460556,1,814,1,loyal_member,high,reengage_catalog,0.99
2,5,1,3,17,589289.5267162595,10017921.954176413,0,1501,1,loyal_member,high,upsell_membership,0.99
2,7,1,3,14,526799.2974045182,7375190.163663255,0,1237,2,loyal_member,high,upsell_membership,0.9844
1,5,1,2,18,558815.5245982623,10058679.44276872,0,1505,1,loyal_member,high,upsell_membership,0.9184
