search_count,view_count,wishlist_count,cart_item_count,order_count,avg_order_value,total_spent,promo_keyword_count,membership_points,preferred_genre_count,persona,price_sensitivity,next_best_action,purchase_intent
7,34,7,2,3,74216.71203178776,222650.13609536327,5,22,4,deal_hunter,low,push_coupon,0.99
5,15,5,1,1,51150.662983086804,51150.662983086804,6,5,5,deal_hunter,low,push_coupon,0.99
24,14,5,2,1,75977.27644316762,75977.27644316762,9,7,3,deal_hunter,low,push_coupon,0.9854
24,39,4,1,2,70271.55253601543,140543.10507203086,8,14,2,deal_hunter,low,push_coupon,0.99
7,12,5,2,3,75383.88269023967,226151.648070719,14,22,4,deal_hunter,low,push_coupon,0.9579
11,22,5,1,3,77480.79134906002,232442.37404718006,4,23,2,deal_hunter,low,push_coupon,0.9114
6,21,5,1,3,58976.48105465819,176929.44316397456,9,17,5,deal_hunter,low,push_coupon,0.9646
12,22,2,3,0,62996.00732788273,0.0,11,0,4,deal_hunter,low,push_coupon,0.9218
11,21,6,1,3,59330.08937079187,177990.26811237563,12,17,2,deal_hunter,low,push_coupon,0.99
14,39,5,1,1,89324.50245302958,89324.50245302958,14,8,3,deal_hunter,low,push_coupon,0.9624
21,21,8,4,0,80784.55855523513,0.0,12,0,5,deal_hunter,low,push_coupon,0.99
8,32,3,2,0,93700.97927301028,0.0,5,0,3,deal_hunter,low,push_coupon,0.99
14,31,6,3,3,75262.04881773412,225786.14645320235,14,22,4,deal_hunter,low,push_coupon,0.9538
5,17,6,2,1,51547.828030467615,51547.828030467615,7,5,5,deal_hunter,low,push_coupon,0.9581
5,35,4,4,1,60412.116661944616,60412.116661944616,13,6,2,deal_hunter,low,push_coupon,0.99
20,18,4,1,3,51970.97704551641,155912.93113654922,11,15,2,deal_hunter,low,push_coupon,0.99
11,23,3,4,3,108821.53556480035,326464.606694401,11,32,4,deal_hunter,low,push_coupon,0.8993
6,25,8,4,2,78180.70210417343,156361.40420834685,13,15,3,deal_hunter,low,push_coupon,0.99
18,36,3,2,2,87196.51332573779,174393.02665147558,11,17,2,deal_hunter,low,push_coupon,0.8901
10,38,6,4,0,107650.41284816452,0.0,7,0,5,deal_hunter,low,push_coupon,0.9726
11,34,5,4,3,99023.30341557853,297069.91024673556,14,29,3,deal_hunter,low,push_coupon,0.99
13,29,9,1,3,92425.03221790111,277275.09665370337,8,27,3,deal_hunter,low,push_coupon,0.99
18,26,3,2,0,114461.79789545019,0.0,12,0,2,deal_hunter,low,push_coupon,0.9879
17,22,4,3,0,108886.87404186862,0.0,12,0,5,deal_hunter,low,push_coupon,0.9375
22,26,7,1,1,84184.04984973282,84184.04984973282,7,8,4,deal_hunter,low,push_coupon,0.9743
11,28,3,3,0,42658.79638210071,0.0,12,0,5,deal_hunter,low,push_coupon,0.99
16,37,8,1,2,48340.89160555527,96681.78321111054,13,9,5,deal_hunter,low,push_coupon,0.9665
14,15,3,1,3,58242.9592506615,174728.87775198452,10,17,2,deal_hunter,low,push_coupon,0.9517
16,22,8,1,3,66740.67906060493,200222.03718181478,7,20,4,deal_hunter,low,push_coupon,0.9786
18,15,5,3,1,80684.20236665597,80684.20236665597,4,8,3,deal_hunter,low,push_coupon,0.99
15,14,7,1,2,59115.55968847683,118231.11937695366,5,11,2,deal_hunter,low,push_coupon,0.99
12,13,9,4,3,65616.26208074117,196848.78624222352,14,19,3,deal_hunter,low,push_coupon,0.9559
10,35,5,2,2,47897.33597083166,95794.67194166331,6,9,2,deal_hunter,low,push_coupon,0.9665
5,22,9,2,2,67865.0231470487,135730.0462940974,7,13,4,deal_hunter,low,push_coupon,0.9793
18,20,6,2,1,66768.42231152876,66768.42231152876,4,6,3,deal_hunter,low,push_coupon,0.95
12,33,4,4,2,82480.3063721121,164960.6127442242,5,16,3,deal_hunter,low,push_coupon,0.9646
19,33,7,1,1,49977.437650378844,49977.437650378844,13,4,2,deal_hunter,low,push_coupon,0.99
15,39,9,3,3,74754.34757967878,224263.04273903635,8,22,2,deal_hunter,low,push_coupon,0.9885
5,36,3,2,2,81569.40156354025,163138.8031270805,14,16,5,deal_hunter,low,push_coupon,0.9123
23,29,9,3,2,63599.77594720995,127199.5518944199,12,12,5,deal_hunter,low,push_coupon,0.99
18,36,7,4,1,103004.47516994907,103004.47516994907,6,10,2,deal_hunter,low,push_coupon,0.99
13,15,3,3,3,91428.98451032687,274286.9535309806,5,27,4,deal_hunter,low,push_coupon,0.9307
7,32,2,1,1,90381.41425843626,90381.41425843626,12,9,5,deal_hunter,low,push_coupon,0.9811
24,19,2,1,3,43884.99748463475,131654.99245390424,6,13,5,deal_hunter,low,push_coupon,0.9603
17,27,8,4,1,80535.86886238877,80535.86886238877,13,8,3,deal_hunter,low,push_coupon,0.99
12,35,9,3,0,111580.06223179777,0.0,7,0,4,deal_hunter,low,push_coupon,0.9814
21,10,5,3,3,78288.5464042275,234865.6392126825,4,23,2,deal_hunter,low,push_coupon,0.99
21,33,9,3,2,80975.74210069262,161951.48420138523,9,16,3,deal_hunter,low,push_coupon,0.99
22,20,6,3,2,73322.30348012893,146644.60696025786,7,14,3,deal_hunter,low,push_coupon,0.926
12,37,9,3,1,77297.73938186743,77297.73938186743,4,7,3,deal_hunter,low,push_coupon,0.99
21,37,6,1,0,66138.38896023584,0.0,5,0,2,deal_hunter,low,push_coupon,0.99
24,19,4,3,1,46302.7432898175,46302.7432898175,14,4,3,deal_hunter,low,push_coupon,0.9626
22,27,9,2,0,104794.13814138247,0.0,13,0,4,deal_hunter,low,push_coupon,0.99
9,32,2,2,1,104783.19996840869,104783.19996840869,11,10,3,deal_hunter,low,push_coupon,0.99
19,14,7,1,0,76272.45872086435,0.0,12,0,2,deal_hunter,low,push_coupon,0.99
7,37,3,4,1,91225.61052802434,91225.61052802434,12,9,3,deal_hunter,low,push_coupon,0.99
16,35,3,1,1,83721.65787380596,83721.65787380596,5,8,5,deal_hunter,low,push_coupon,0.99
20,14,6,3,2,72797.23872845974,145594.47745691947,14,14,2,deal_hunter,low,push_coupon,0.99
6,28,9,2,2,47084.33670371511,94168.67340743022,12,9,4,deal_hunter,low,push_coupon,0.9709
7,36,9,2,1,63970.411985139515,63970.411985139515,9,6,2,deal_hunter,low,push_coupon,0.9505
6,34,8,4,0,82959.16930849584,0.0,6,0,3,deal_hunter,low,push_coupon,0.8893
16,18,2,2,2,64585.49697003583,129170.99394007165,10,12,4,deal_hunter,low,push_coupon,0.99
8,35,8,1,3,52400.38668192609,157201.16004577826,11,15,3,deal_hunter,low,push_coupon,0.9823
9,11,7,1,1,71204.08301021185,71204.08301021185,8,7,5,deal_hunter,low,push_coupon,0.99
19,26,4,1,3,88698.39359039893,266095.1807711968,5,26,3,deal_hunter,low,push_coupon,0.99
17,22,6,1,0,116032.85208693013,0.0,13,0,3,deal_hunter,low,push_coupon,0.9453
18,26,5,4,3,82744.74257935249,248234.22773805747,14,24,3,deal_hunter,low,push_coupon,0.9535
5,13,7,4,0,86753.5403740939,0.0,10,0,4,deal_hunter,low,push_coupon,0.99
22,17,2,2,1,83343.06575169682,83343.06575169682,4,8,3,deal_hunter,low,push_coupon,0.99
19,24,6,2,1,73149.58302601225,73149.58302601225,5,7,4,deal_hunter,low,push_coupon,0.967
8,27,9,3,2,88887.86807155341,177775.73614310683,13,17,3,deal_hunter,low,push_coupon,0.9477
21,31,4,1,0,86762.1184301266,0.0,7,0,4,deal_hunter,low,push_coupon,0.99
14,31,8,3,3,92058.72042515849,276176.16127547546,8,27,2,deal_hunter,low,push_coupon,0.99
7,12,9,1,3,69421.49881708511,208264.49645125534,12,20,5,deal_hunter,low,push_coupon,0.99
23,24,4,1,3,66021.67325186657,198065.0197555997,4,19,5,deal_hunter,low,push_coupon,0.99
10,26,7,1,0,96659.0241524537,0.0,4,0,3,deal_hunter,low,push_coupon,0.99
13,22,4,3,1,81471.78222038953,81471.78222038953,10,8,5,deal_hunter,low,push_coupon,0.99
9,11,6,1,0,66133.91545599152,0.0,12,0,5,deal_hunter,low,push_coupon,0.9537
7,24,2,2,0,83553.02753242604,0.0,6,0,2,deal_hunter,low,push_coupon,0.99
7,16,3,3,3,72571.47744610721,217714.43233832164,13,21,3,deal_hunter,low,push_coupon,0.9861
12,29,4,3,3,82487.73626105292,247463.20878315877,14,24,4,deal_hunter,low,push_coupon,0.99
12,17,3,2,2,64257.64729585788,128515.29459171576,9,12,5,deal_hunter,low,push_coupon,0.9792
5,10,9,3,2,61257.015869737326,122514.03173947465,9,12,2,deal_hunter,low,push_coupon,0.99
21,32,4,3,2,66444.6059854236,132889.2119708472,5,13,4,deal_hunter,low,push_coupon,0.9876
18,21,8,2,0,80827.32327361745,0.0,11,0,3,deal_hunter,low,push_coupon,0.99
9,12,3,1,2,88404.01013726508,176808.02027453016,6,17,4,deal_hunter,low,push_coupon,0.99
14,14,7,2,0,53751.222955989535,0.0,9,0,2,deal_hunter,low,push_coupon,0.99
11,27,9,4,3,70516.26768290522,211548.80304871566,13,21,4,deal_hunter,low,push_coupon,0.99
19,29,3,4,0,73879.79753806382,0.0,14,0,2,deal_hunter,low,push_coupon,0.9613
14,20,2,1,1,81455.55139883098,81455.55139883098,14,8,4,deal_hunter,low,push_coupon,0.99
21,35,7,3,0,91101.3944014269,0.0,12,0,4,deal_hunter,low,push_coupon,0.9496
20,29,4,2,2,92318.99874296148,184637.99748592297,9,18,4,deal_hunter,low,push_coupon,0.99
9,29,4,2,1,93443.09956401415,93443.09956401415,12,9,5,deal_hunter,low,push_coupon,0.99
10,26,6,3,2,123238.83562377005,246477.6712475401,12,24,3,deal_hunter,low,push_coupon,0.99
18,26,5,1,2,61046.45994315246,122092.91988630492,10,12,5,deal_hunter,low,push_coupon,0.99
16,38,4,1,2,90879.79228645239,181759.58457290477,6,18,5,deal_hunter,low,push_coupon,0.99
20,18,6,2,0,101024.51947451853,0.0,7,0,3,deal_hunter,low,push_coupon,0.99
21,23,5,2,1,62853.08494891651,62853.08494891651,9,6,3,deal_hunter,low,push_coupon,0.99
10,20,5,2,3,80978.76785416223,242936.3035624867,6,24,5,deal_hunter,low,push_coupon,0.9705
5,26,3,4,1,68896.56551300493,68896.56551300493,7,6,3,deal_hunter,low,push_coupon,0.9863
10,35,2,2,0,86478.79284172037,0.0,6,0,5,deal_hunter,low,push_coupon,0.9461
13,39,4,4,0,74401.44347594291,0.0,5,0,4,deal_hunter,low,push_coupon,0.9761
19,37,4,3,2,83535.39356451806,167070.78712903612,9,16,2,deal_hunter,low,push_coupon,0.99
6,25,6,3,2,61259.831428084886,122519.66285616977,6,12,5,deal_hunter,low,push_coupon,0.917
15,29,7,2,3,109278.52809028667,327835.58427086,12,32,4,deal_hunter,low,push_coupon,0.99
5,27,3,3,2,70942.6262924173,141885.2525848346,9,14,4,deal_hunter,low,push_coupon,0.99
18,24,7,4,2,129880.45632763812,259760.91265527625,9,25,4,deal_hunter,low,push_coupon,0.99
23,20,6,1,3,113933.8347446491,341801.50423394726,4,34,2,deal_hunter,low,push_coupon,0.8651
14,38,3,2,0,55401.11023483553,0.0,10,0,5,deal_hunter,low,push_coupon,0.9873
18,33,7,2,3,42852.26332570171,128556.78997710513,5,12,5,deal_hunter,low,push_coupon,0.9303
6,16,5,3,0,92414.25678457094,0.0,12,0,5,deal_hunter,low,push_coupon,0.9635
17,25,4,4,0,84014.13716323202,0.0,5,0,3,deal_hunter,low,push_coupon,0.99
23,29,5,1,2,53144.92101434979,106289.84202869958,9,10,4,deal_hunter,low,push_coupon,0.8783
23,19,5,3,1,104709.57194928294,104709.57194928294,4,10,4,deal_hunter,low,push_coupon,0.9592
5,19,9,3,2,89257.3364450981,178514.6728901962,10,17,2,deal_hunter,low,push_coupon,0.99
17,30,9,4,0,52395.147133776736,0.0,7,0,4,deal_hunter,low,push_coupon,0.9649
22,17,9,4,3,58709.25950488004,176127.77851464011,5,17,2,deal_hunter,low,push_coupon,0.9611
6,23,2,2,3,64138.92447738849,192416.77343216547,13,19,4,deal_hunter,low,push_coupon,0.99
17,13,9,2,3,76767.48471950325,230302.45415850973,5,23,5,deal_hunter,low,push_coupon,0.99
17,12,3,2,0,55287.51801342633,0.0,4,0,4,deal_hunter,low,push_coupon,0.99
23,29,2,3,0,53152.91325067598,0.0,5,0,3,deal_hunter,low,push_coupon,0.99
18,35,6,1,3,64716.644842315545,194149.93452694663,12,19,5,deal_hunter,low,push_coupon,0.99
12,10,3,3,3,50373.39878499726,151120.1963549918,7,15,3,deal_hunter,low,push_coupon,0.99
5,21,6,4,3,68348.99713303668,205046.99139911006,13,20,2,deal_hunter,low,push_coupon,0.99
17,38,9,3,1,61766.75247662494,61766.75247662494,9,6,3,deal_hunter,low,push_coupon,0.9158
13,27,2,4,0,75437.69636568721,0.0,14,0,3,deal_hunter,low,push_coupon,0.99
16,23,9,1,3,84286.26971843015,252858.80915529045,5,25,2,deal_hunter,low,push_coupon,0.99
12,19,8,4,1,51073.85290939773,51073.85290939773,12,5,2,deal_hunter,low,push_coupon,0.9785
18,21,5,2,1,100965.2875278162,100965.2875278162,7,10,3,deal_hunter,low,push_coupon,0.99
15,30,3,3,3,60387.583784651564,181162.7513539547,13,18,3,deal_hunter,low,push_coupon,0.99
19,23,2,3,0,65096.05058357075,0.0,7,0,2,deal_hunter,low,push_coupon,0.99
8,38,6,4,3,57727.94336770245,173183.83010310735,4,17,3,deal_hunter,low,push_coupon,0.99
15,27,7,4,3,104948.5267364736,314845.5802094208,7,31,2,deal_hunter,low,push_coupon,0.99
19,10,7,2,3,95266.6822476898,285800.04674306937,14,28,3,deal_hunter,low,push_coupon,0.9397
12,12,2,3,3,109391.41391523021,328174.24174569064,10,32,4,deal_hunter,low,push_coupon,0.958
19,30,2,2,1,76915.06345207812,76915.06345207812,4,7,5,deal_hunter,low,push_coupon,0.9638
11,39,7,3,3,48122.907224332565,144368.7216729977,8,14,4,deal_hunter,low,push_coupon,0.99
24,11,5,1,0,95776.91426304547,0.0,12,0,5,deal_hunter,low,push_coupon,0.9462
20,15,3,2,2,67384.56589617554,134769.13179235108,5,13,5,deal_hunter,low,push_coupon,0.9529
23,29,7,4,1,32524.478929291487,32524.478929291487,5,3,5,deal_hunter,low,push_coupon,0.9439
20,24,4,2,2,82358.25339332063,164716.50678664126,9,16,5,deal_hunter,low,push_coupon,0.99
10,15,8,4,2,99247.11422668729,198494.22845337458,8,19,2,deal_hunter,low,push_coupon,0.99
15,18,4,3,3,75909.56921653604,227728.7076496081,9,22,5,deal_hunter,low,push_coupon,0.99
12,39,7,3,2,74588.77596973447,149177.55193946895,8,14,5,deal_hunter,low,push_coupon,0.943
5,30,8,3,1,98722.26249859415,98722.26249859415,11,9,3,deal_hunter,low,push_coupon,0.99
13,21,2,1,0,84609.7928685971,0.0,8,0,5,deal_hunter,low,push_coupon,0.9063
9,21,3,2,2,65024.84024760675,130049.6804952135,11,13,5,deal_hunter,low,push_coupon,0.9501
9,13,3,3,3,83165.94074435832,249497.82223307496,5,24,5,deal_hunter,low,push_coupon,0.9629
16,37,7,1,1,76555.59723811803,76555.59723811803,6,7,2,deal_hunter,low,push_coupon,0.99
18,23,6,2,1,88623.6625207846,88623.6625207846,11,8,3,deal_hunter,low,push_coupon,0.9603
20,31,5,2,0,70802.44368525955,0.0,12,0,2,deal_hunter,low,push_coupon,0.99
5,26,3,4,3,66936.14187541694,200808.42562625083,12,20,3,deal_hunter,low,push_coupon,0.99
8,27,8,2,0,89061.22211788603,0.0,12,0,5,deal_hunter,low,push_coupon,0.9654
24,21,9,1,1,60504.35182302694,60504.35182302694,6,6,3,deal_hunter,low,push_coupon,0.99
8,33,7,4,1,52134.34989289206,52134.34989289206,10,5,2,deal_hunter,low,push_coupon,0.9803
6,34,6,2,2,89421.34549698782,178842.69099397564,12,17,3,deal_hunter,low,push_coupon,0.9705
6,11,5,3,2,93404.42913983183,186808.85827966366,10,18,5,deal_hunter,low,push_coupon,0.99
18,37,3,4,2,70441.96920453133,140883.93840906266,10,14,5,deal_hunter,low,push_coupon,0.8774
17,10,4,3,3,63843.55229377013,191530.6568813104,12,19,3,deal_hunter,low,push_coupon,0.99
8,37,6,4,3,85324.45969269125,255973.37907807375,8,25,4,deal_hunter,low,push_coupon,0.9643
7,25,2,2,1,92826.07429514655,92826.07429514655,13,9,3,deal_hunter,low,push_coupon,0.962
19,38,7,2,2,77955.28544075717,155910.57088151434,7,15,3,deal_hunter,low,push_coupon,0.99
5,35,7,1,1,101710.72266362401,101710.72266362401,14,10,4,deal_hunter,low,push_coupon,0.9734
13,11,3,1,3,70841.97411728823,212525.9223518647,4,21,3,deal_hunter,low,push_coupon,0.99
18,36,5,2,0,119527.77473662398,0.0,11,0,2,deal_hunter,low,push_coupon,0.99
15,31,2,4,0,79103.42231339587,0.0,7,0,5,deal_hunter,low,push_coupon,0.99
9,17,5,4,3,72091.12411372029,216273.37234116087,14,21,5,deal_hunter,low,push_coupon,0.9873
18,26,9,1,1,79858.00476181715,79858.00476181715,11,7,5,deal_hunter,low,push_coupon,0.9849
8,34,5,4,2,56686.77320188575,113373.5464037715,4,11,2,deal_hunter,low,push_coupon,0.99
22,36,2,2,0,103599.31478915179,0.0,6,0,4,deal_hunter,low,push_coupon,0.99
21,36,4,3,1,106535.49200909585,106535.49200909585,12,10,4,deal_hunter,low,push_coupon,0.975
15,33,7,2,1,74668.21272730787,74668.21272730787,14,7,5,deal_hunter,low,push_coupon,0.9477
7,35,6,3,2,80090.10131018702,160180.20262037404,12,16,4,deal_hunter,low,push_coupon,0.9708
15,19,2,3,1,100561.36039920645,100561.36039920645,11,10,4,deal_hunter,low,push_coupon,0.99
14,31,7,3,2,99201.419278432,198402.838556864,8,19,3,deal_hunter,low,push_coupon,0.99
16,39,6,1,3,84793.17393117918,254379.52179353754,12,25,3,deal_hunter,low,push_coupon,0.99
21,27,3,1,3,63526.08046857333,190578.24140572,7,19,2,deal_hunter,low,push_coupon,0.9192
13,30,4,3,1,77197.29743143987,77197.29743143987,7,7,3,deal_hunter,low,push_coupon,0.99
19,20,7,2,1,79605.90288309197,79605.90288309197,8,7,3,deal_hunter,low,push_coupon,0.99
19,12,5,3,2,71738.27224678214,143476.5444935643,5,14,2,deal_hunter,low,push_coupon,0.99
15,37,4,2,0,98028.93400670719,0.0,6,0,4,deal_hunter,low,push_coupon,0.99
18,35,3,3,3,77344.07094118682,232032.21282356046,9,23,5,deal_hunter,low,push_coupon,0.934
20,19,3,2,0,84193.65268617896,0.0,4,0,4,deal_hunter,low,push_coupon,0.99
20,28,8,1,2,54349.10740592025,108698.2148118405,5,10,3,deal_hunter,low,push_coupon,0.949
5,37,3,4,2,65002.09937239327,130004.19874478654,13,13,2,deal_hunter,low,push_coupon,0.99
24,11,9,2,3,65077.588702030276,195232.76610609083,4,19,5,deal_hunter,low,push_coupon,0.99
7,11,7,1,3,85130.9644370833,255392.8933112499,9,25,5,deal_hunter,low,push_coupon,0.99
7,18,5,1,0,94838.59839417861,0.0,7,0,2,deal_hunter,low,push_coupon,0.99
6,29,4,4,1,103587.24625386158,103587.24625386158,6,10,4,deal_hunter,low,push_coupon,0.9798
14,29,2,3,1,31576.442852216205,31576.442852216205,14,3,4,deal_hunter,low,push_coupon,0.9754
7,37,5,4,2,115123.76136170278,230247.52272340556,6,23,2,deal_hunter,low,push_coupon,0.9875
20,38,8,2,1,100628.2612588141,100628.2612588141,7,10,5,deal_hunter,low,push_coupon,0.9745
23,21,7,3,3,56857.4270281217,170572.2810843651,8,17,4,deal_hunter,low,push_coupon,0.99
24,34,2,3,0,53866.748690874956,0.0,7,0,2,deal_hunter,low,push_coupon,0.99
7,30,5,2,3,73573.80178924235,220721.40536772704,12,22,5,deal_hunter,low,push_coupon,0.9252
19,36,6,1,3,58314.40798329285,174943.22394987853,14,17,4,deal_hunter,low,push_coupon,0.99
18,30,5,4,3,60602.63954378117,181807.91863134352,4,18,5,deal_hunter,low,push_coupon,0.99
6,15,4,1,2,79487.21340233655,158974.4268046731,8,15,2,deal_hunter,low,push_coupon,0.9519
18,33,4,1,2,39071.406009032355,78142.81201806471,12,7,2,deal_hunter,low,push_coupon,0.99
10,28,2,2,0,92445.90612116751,0.0,6,0,2,deal_hunter,low,push_coupon,0.99
9,12,6,4,0,83724.31724716269,0.0,9,0,4,deal_hunter,low,push_coupon,0.99
7,17,7,4,0,90506.41936106104,0.0,8,0,3,deal_hunter,low,push_coupon,0.99
23,39,7,3,2,82668.26163141646,165336.52326283292,4,16,2,deal_hunter,low,push_coupon,0.9641
17,35,8,3,1,79238.79753115981,79238.79753115981,7,7,3,deal_hunter,low,push_coupon,0.99
7,19,9,3,0,78801.88124645675,0.0,7,0,4,deal_hunter,low,push_coupon,0.9616
22,31,5,1,0,78159.32415210702,0.0,12,0,4,deal_hunter,low,push_coupon,0.99
21,34,2,2,0,78705.99836900953,0.0,6,0,2,deal_hunter,low,push_coupon,0.99
14,25,7,1,0,75301.3626742409,0.0,12,0,5,deal_hunter,low,push_coupon,0.99
21,25,9,2,3,91938.61985646191,275815.85956938576,11,27,3,deal_hunter,low,push_coupon,0.99
7,36,5,4,1,76787.57719758461,76787.57719758461,14,7,5,deal_hunter,low,push_coupon,0.99
9,34,9,3,3,68457.0564489029,205371.16934670872,9,20,5,deal_hunter,low,push_coupon,0.957
8,26,8,4,1,62611.83110290657,62611.83110290657,5,6,4,deal_hunter,low,push_coupon,0.9324
6,13,4,2,0,52463.77998119063,0.0,6,0,2,deal_hunter,low,push_coupon,0.99
18,38,9,3,0,82286.98219641193,0.0,13,0,3,deal_hunter,low,push_coupon,0.99
5,34,8,1,2,60489.43641970518,120978.87283941035,6,12,5,deal_hunter,low,push_coupon,0.99
13,35,3,3,1,59274.77423862464,59274.77423862464,14,5,2,deal_hunter,low,push_coupon,0.9236
18,13,4,1,0,99915.31663327062,0.0,9,0,5,deal_hunter,low,push_coupon,0.99
8,31,4,2,2,93463.23210082935,186926.4642016587,10,18,4,deal_hunter,low,push_coupon,0.99
10,18,9,1,1,121387.42303257776,121387.42303257776,12,12,3,deal_hunter,low,push_coupon,0.99
